UserName,Handle,Timestamp,Text,Comments,Likes,Retweets
阿中,@yanzhonghuang3,2022-11-08T08:38:02.000Z,"阿中
@yanzhonghuang3
·
8 Nov 2022Replying to 
@ynsuper1
就跟陳時中一樣噁
#裝睡的人叫不醒",,,
愛してるCoco【地蔵王】,@Coco198946,2022-11-08T08:33:54.000Z,"愛してるCoco【地蔵王】
@Coco198946
·
8 Nov 2022陳時中幫人妻老公醫療糾紛？網罵蔡英文稱防疫好經濟好 新聞大白話 20221108
youtube.com
陳時中幫人妻老公醫療糾紛？網罵蔡英文稱防疫好經濟好 新聞大白話 20221108
主持人：#翟翾本集來賓：#張誠、#賴岳謙、#介文汲【快按讚】Facebookhttps://bit.ly/3BCysKp 【快訂閱】YouTube",,,
王萬壹,@OlB5xR6vzI6Vv4B,2022-11-08T08:03:32.000Z,"王萬壹
@OlB5xR6vzI6Vv4B
·
8 Nov 2022《庶民大頭家》完整版 ""牽手片""打臉""扶持說"" 陳時中嘆""辯論太好""才被搞 醫爆""牽""扯白色巨塔""水很深""? 20221108

【本集來賓】
1.鄭麗文 立法委員
2.孫大千 前立委
3.李勝峯 前立委
4.高嘉瑜 立法委員https://youtu.be/ItiPm0p4bmw",,,
長輩圖,@TISAtoromi,2022-11-08T08:03:17.000Z,"長輩圖
@TISAtoromi
·
8 Nov 2022選舉讓黃33露出邪惡真面目。

▶︎https://udn.com/news/story/6656/6746194…

聯電前董事長曹興誠召開「為阿中部長說幾句公道話」記者會，首度與陳時中公開同台，曹興誠會中批無黨籍  #寄生_檳榔党 台北市長候選人 #黃珊珊「謀財害命」說法傷天害理，直指陳時中和醫療團隊為全民健康努力「讓我們的老命能夠活下來」。
11",,,11
李玄霜,@at715Iles4Rpe3z,2022-11-08T07:56:11.000Z,"李玄霜
@at715Iles4Rpe3z
·
8 Nov 2022狂打陳時中聚餐「包廂要8萬」 醫師作家揭內幕：徐巧芯在撕裂台灣
msn.com
狂打陳時中聚餐「包廂要8萬」 醫師作家揭內幕：徐巧芯在撕裂台灣
新頭殼newtalk 國民黨台北市議員徐巧芯6日晚間，在臉書發布民進黨台北市長候選人陳時中與友人餐敘後離開餐廳的畫面，意圖用「時指緊扣」、「鹹豬手」抹黑陳時中，引發議論，徐還酸「陳時中參加的高級聚會包廂低消要8萬元」。對此，醫師作家楊斯棓重批「徐巧芯在撕裂台灣」，呼籲應該凝聚彼此，凝聚台灣。 徐巧芯日前在臉書指出，陳時中餐敘的餐廳是頂級粵式餐廳「喆園」，其中最大的VIP「喆園廳」，一晚低消要...",,,
404 Not found 找不到該國籍,@wbzd123,2022-11-08T07:55:41.000Z,"404 Not found 找不到該國籍
@wbzd123
·
8 Nov 2022Replying to 
@MarkKoh33
 and 
@Lelechen945
作為在非台灣人眼中看來：

陳時中其實明顯很不好

但陳時中就象當年的川普與老JB，對手太差了！

所以如果隻能在這幾個人中選，危害性小一點的，
隻能選陳時中！",,,
哇新聞,@waxinwen1,2022-11-08T07:43:13.000Z,"哇新聞
@waxinwen1
·
8 Nov 2022哇woo～政治新聞／
抹黑陳時中「伸鹹豬手」律師下午告發徐巧芯意圖使人不當選
觀看文章https://woonews.com.tw/politics/20191
投訴爆料https://lin.ee/wRurRSR
IGhttps://instagram.com/woobignews/
#陳時中
#徐巧芯 
#鹹豬手",,,
愛してるCoco【地蔵王】,@Coco198946,2022-11-08T07:34:46.000Z,"愛してるCoco【地蔵王】
@Coco198946
·
8 Nov 2022還小事？陳時中抽煙喝酒摟人妻是小事？還是柯建銘的兒子郵購大麻不被司法懲處是小事？奉勸你一句：民無信而不立！民進黨的倒行逆施已經在反噬自己！只是綠共為首的蔡英文還在自我感覺良好而已！我去干涉美國大選了！再見
Howard_TW
@Howard_TW_NO_1
·
8 Nov 2022
Replying to @Coco198946
我們選台灣最正確的路

未來台灣得跟世界一起反中抗中

這才是台灣利益

更大的利益你不看，你讓我們在意這一點小事？
2
1",2,,1
逆轟高灰,@IloveROCTW,2022-11-08T07:30:56.000Z,"逆轟高灰
@IloveROCTW
·
8 Nov 2022Replying to 
@TCitizenExpress
蔡英文去花蓮說要解放花蓮，陳時中新書還推崇毛澤東的接班人林彪的帶兵心法。
1
6
14",1,6,14
中華民國粉絲後援會 / Republic of China Fans Club,@HanGuoYu111,2022-11-08T07:30:31.000Z,"中華民國粉絲後援會 / Republic of China Fans Club
@HanGuoYu111
·
8 Nov 2022近期最大爭議「時指緊扣」加摟肩...
https://bit.ly/3zUYhDU
#民進黨 #陳時中 #時指緊扣 #徐巧芯 #國民黨
火大
50%
無聊
25%
開心
0%
難過
25%
4 votes
·
Final results
1
1",,1,1
鏡新聞mnews,@mnews_tw,2022-11-08T07:30:00.000Z,"鏡新聞mnews
@mnews_tw
·
8 Nov 2022#民進黨 台北市長參選人 #陳時中，大方調侃「鹹豬手」風波，還說是因辯論表現太好，對手才出奧步！
#Taiwan #Taipei 

【陳時中植福宮開講　台上還原「鹹豬手」風波】
https://reurl.cc/mZvz1Y
3",,,3
通說,@Tong_Shuo,2022-11-08T07:29:42.000Z,"通說
@Tong_Shuo
·
8 Nov 2022
中国官方媒体島內持續關注民進黨台北市長參選人陳時中被爆對已婚女性李雅玲伸出“鹹豬手”事件。台灣中時新聞網消息稱，陳時中7日聲稱，李雅玲致電向他道歉，而他則通過機要秘書回應“愧疚大可不必”，因為這件事都是別人的不對。有島內網友對此表示：“被摟肩還向他道歉，真是扯。”
2
6
14",2,6,14
HuaLing Kao,@KaoHualing,2022-11-08T06:25:15.000Z,"HuaLing Kao
@KaoHualing
·
8 Nov 2022拜登又「認錯夫人」！「牽錯手牽成她」妻被晾一旁　「超尬畫面」曝光

人妻為「摟肩牽手」致電道歉　陳時中：愧疚大可不必是別人不對
3",3,,
說實話的修女,@SisterTellTruth,2022-11-08T06:14:14.000Z,"說實話的修女
@SisterTellTruth
·
8 Nov 2022陳珮琪終於出現了，一出現就是打陳時中的牽手事件

政壇夫人界裡最髒的就是這支鮭魚

說真的我覺得傳統政治人物的素養好多了

網紅素人政治真的比誰都瘋都敢髒
13
44
802",13,44,802
Jia Zhen Li,@IrisLi72738046,2022-11-08T06:13:06.000Z,"Jia Zhen Li
@IrisLi72738046
·
8 Nov 2022#小英 #小英總統 #蔡英文 #蔡英文總統 #陳建仁 #陳時中 #台北市 #九合一選舉 #民進黨",,,
Jia Zhen Li,@IrisLi72738046,2022-11-08T06:12:47.000Z,"Jia Zhen Li
@IrisLi72738046
·
8 Nov 2022蔡英文總統表示，面對這場百年大疫，台灣人可以團結一起度過，是很難能可貴的，這是我們共同驕傲，但是不要為了政治，把我們台灣人，共同創造出來的一個成績，把它毀掉。更指出，這是最有機會贏得台北市長的一次。
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳建仁 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
Jia Zhen Li,@IrisLi72738046,2022-11-08T06:11:53.000Z,"Jia Zhen Li
@IrisLi72738046
·
8 Nov 2022民進黨台北市長候選人陳時中「廟口開講」第九場中山區植福宮 20221107
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳建仁 #陳時中 #台北市 #九合一選舉 #民進黨
tw.news.yahoo.com
5度為陳時中站台 蔡英文:24年來最有機會勝選
民視新聞／綜合報導年底選舉剩下10幾天，總統蔡英文今天晚上，第5次替民進黨台北市長候選人陳時中""廟口開講""站台，強調面對這場百年大疫，台灣疫情控制得很好，經濟發展好、財政好，有能力照顧大家，痛批就是有人要破壞，更直言這是最有機會贏得台北市長的一次。談起疫情陳時中也一度哽咽，更反擊對手緊咬的""牽手事件""，痛批對手出奧步。
1",1,,
自由戰線3.0,@billhua68001274,2022-11-08T06:07:04.000Z,"自由戰線3.0
@billhua68001274
·
8 Nov 2022高虹安成為民眾黨犧牲品確定 幕後主使者有可能是蔡璧如一派的人 #高虹安 #韓國瑜 #朱立倫 #蔣萬安 #唐湘龍 #中國 #習近平 #曹興誠 #陳時中 #高虹安 #沈慧虹 #蔡英文 #民進黨
youtube.com
高虹安成為民眾黨犧牲品確定 幕後主使者有可能是蔡璧如一派的人 #高虹安 #韓國瑜 #朱立倫 #蔣萬安 #唐湘龍 #中國 #習近平 #曹興誠...
1
2",,1,2
ChenChen,@Chen57962136,2022-11-08T05:54:41.000Z,"ChenChen
@Chen57962136
·
8 Nov 2022[https://twitter.com/Chen57962136/status/1589857516510654465…]
感想：
陳時中摟女性肩與牽手
新聞報說讓女性跟陳時中道歉
讓外界觀感很差
還有，身為市民的陳時中是多大牌啊

本來不是很大的事情
經過行政院長蘇貞昌與立法院的綠委公開幫陳時中講話
反而讓事情有鬧大的趨勢!!!
陳時中請感謝豬隊友幫忙鬧大新聞
綠營這樣的行為，請繼續啊!
ChenChen
@Chen57962136
·
8 Nov 2022
[https://twitter.com/Chen57962136/status/1589731497292206082…]
感想：
陳時中【超會撇責】態度
令人詬病

大家指責陳時中防疫政策做得很差讓死傷增加
陳時中在辯論會上說大家不要指責醫護辛苦
蛤？沒人指責醫護啊

2022.11.07爆出陳時中晚上聚餐散場後摟女性肩膀與牽手
隔天卻讓女性跟陳時中道歉
蛤？陳時中醉後不雅行為，卻要女性道歉？
Show this thread
1",,1,
霍爾,@imsunnyswift,2022-11-08T05:50:55.000Z,"霍爾
@imsunnyswift
·
8 Nov 2022全案都是徐巧芯的陷害。
所以蔣萬安真的很沒用，辯論講的很空洞、聲音刺耳，才需要徐議員出來做這種事。
曹興誠董事長幫陳時中講公道話，這件事不會消失的。
自由時報
@ltntw
·
7 Nov 2022
不是啊巧芯！大家期待了老半天，你就公布這個雙方互動這麼正常的影片？

【徐巧芯曝光47秒影片 坦言李雅玲、陳時中有台階才握住手】
https://news.ltn.com.tw/news/politics/breakingnews/4115624…

#陳時中 #徐巧芯 #台北市長選舉
3",,,3
ChenChen,@Chen57962136,2022-11-08T05:49:04.000Z,"ChenChen
@Chen57962136
·
8 Nov 2022[https://twitter.com/Chen57962136/status/1589731497292206082…]
感想：
陳時中【超會撇責】態度
令人詬病

大家指責陳時中防疫政策做得很差讓死傷增加
陳時中在辯論會上說大家不要指責醫護辛苦
蛤？沒人指責醫護啊

2022.11.07爆出陳時中晚上聚餐散場後摟女性肩膀與牽手
隔天卻讓女性跟陳時中道歉
蛤？陳時中醉後不雅行為，卻要女性道歉？
ChenChen
@Chen57962136
·
8 Nov 2022
[https://twitter.com/Chen57962136/status/1566139442179452928…]
感想：
2022.11.07陳時中爆出什麼握手摟肩的錄影畫面
一看就知道是喝醉了

反正陳時中已沒形象了
想想【紅酒人設】、【同志舔耳人設】
再想想【廁所偷窺人設】
就覺得陳時中的人設，已崩壞到差不多了

反正陳時中愛喝酒及愛舉杯，已不是新聞
但醉後行為喔
自己看著辦吧
Show this thread
1",,1,
waterskyblue,@waterbluesky,2022-11-08T05:48:22.000Z,"waterskyblue
@waterbluesky
·
8 Nov 2022被拍到和別人的妻,牽手又摟肩的民進黨台北市長參選人陳時中:「無端把其他人影射進來都是一種傷害,選舉再選也要有人性….」
說的真好!
人性!陳時中的好友周玉蔻在侮蔑造謠前中國小姐的時候,陳時中怎麼沒有說一句她造謠啊",,,
Jia Zhen Li,@IrisLi72738046,2022-11-08T05:47:56.000Z,"Jia Zhen Li
@IrisLi72738046
·
8 Nov 2022霸氣 #笑 的小英 
20221107
#小英 #小英總統 #蔡英文 #蔡英文總統 #陳時中 #台北市 #九合一選舉 #民進黨
1",1,,
"Fang, Chun-Hsien",@deva9ken,2022-11-08T04:58:23.000Z,"Fang, Chun-Hsien
@deva9ken
·
8 Nov 2022讓ㄧ個酒足飯飽後就將別人的老婆十指緊扣的「陳時中」當上台北市市長，台北人還有臉面對自己的母親、老婆、女兒、女朋友嗎？！

台北人只有一個選擇：「棄陳時中」，「保黃珊珊」！
chinatimes.com
陳時中陷鹹豬手爭議民調恐跌回第三？ 港媒曝可怕下場 - 政治
民進黨台北市長候選人陳時中爆出「鹹豬手」爭議，使選情增添不少變數。對此，有評論認為，陳時中若在民調封關前掉到第三名，恐成棄保的犧牲品。國民黨台北市議員徐巧芯6日在臉書PO出一系列照片，直指陳時中10月6日前",,,
ねこむら,@nekomuraex2525,2022-11-08T04:50:50.000Z,"ねこむら
@nekomuraex2525
·
8 Nov 2022Replying to 
@TaipeiShihChung
12號 陳時中
6",,,6
王為仁,@849cvM03EVJbnFd,2022-11-08T04:42:47.000Z,"王為仁
@849cvM03EVJbnFd
·
8 Nov 2022別大驚小怪，這是每個綠營男人都會犯的錯誤，沒看到女士的先生若無其事的樣子嗎？不要說是正常人的太太，就是正常人的女友，恐怕也不會允許別人對自己的女伴有如此不禮貌的行為。陳時中會對蔡英文雙手緊握並勾肩搭背嗎？很好奇！
1",,,1
Chris Lin,@fkeishak,2022-11-08T04:34:37.000Z,"Chris Lin
@fkeishak
·
8 Nov 2022Replying to 
@linkgctd
阿陳時中因為酒宴上新聞也不是第一次了，看來真的愛喝阿。
當然不要喝酒誤事就沒差啦。",,,
JamesLu,@jameslu920,2022-11-08T04:33:31.000Z,"JamesLu
@jameslu920
·
8 Nov 2022Replying to 
@TaipeiShihChung
台北市民加油，集中選票市長投12號，陳時中
10",,,10
高詩特,@hqvSpv2SoXIj4Zn,2022-11-08T04:25:44.000Z,"高詩特
@hqvSpv2SoXIj4Zn
·
8 Nov 2022陳時中嗆做立委沒什麼功能 蔣萬安回擊「胡言亂語」：表示他越來越緊張
蔣萬安豬內臟不敢丟，打架還要陳玉珍保護，吵架吵不過衝衝衝．
這種國民黨立委，對第一大亂黨國民黨有甚麼功能？
2
50",,2,50
台灣推新聞,@mytwnews,2022-11-08T04:24:44.000Z,"台灣推新聞
@mytwnews
·
8 Nov 2022陳時中酸當立委沒什麼功能 蔣萬安回擊：越來越胡言亂語、不知所云 - 台視新聞
news.ttv.com.tw
陳時中酸當立委沒什麼功能 蔣萬安回擊：越來越胡言亂語、不知所云-台視新聞網
民進黨台北市長候選人陳時中昨日接受節目《鄭知道了》專訪，稱國民黨對手蔣萬安辭不辭立委不是那麼重要，反正看起來他做立委也沒有什麼功能。對此，蔣萬安今（8）日反擊，陳時中這番話表示越來越緊張，才會越來越胡言亂語，不知所云。若遇熱情支持者 蔣萬安：發乎情止於禮蔣萬安今日出席「喜迎尊王 .....",,,
台灣推新聞,@mytwnews,2022-11-08T04:24:30.000Z,"台灣推新聞
@mytwnews
·
8 Nov 2022徐巧芯再公布影片控鹹豬手 陳時中：選舉應有人性 - 中央通訊社
cna.com.tw
徐巧芯再公布影片控鹹豬手 陳時中：選舉應有人性 | 政治 | 中央社 CNA
台北市議員徐巧芯指控民進黨台北市長參選人陳時中餐後向旁人伸鹹豬手，並公布影片。陳時中今天說，不管情勢怎樣變化，這就是惡劣的動作，在選舉時也應有人性，不要再做傷害人的事。",,,
小美軍哨兵崗 阿榮（Tsng-ka îng）,@AJung443,2022-11-08T04:22:24.000Z,"小美軍哨兵崗 阿榮（Tsng-ka îng）
@AJung443
·
8 Nov 2022看到陳時中部長的聚餐，一人1500元的餐廳...

被黃白雞支持者酸說很奢侈，連DJ柯粉蘇醫師都酸說沒吃過...

唉。當個醫生，當成這樣...
50
28
546",50,28,546
陳金水,@chenjinshui2,2022-11-08T04:21:52.000Z,"陳金水
@chenjinshui2
·
8 Nov 2022Replying to 
@SisterTellTruth
陳時中跟人妻同年齡。
而馬英九跟巧芯相差40歲..
你是在懶覺比雞腿？
還是日本公媳av看太多？",,,
"Fang, Chun-Hsien",@deva9ken,2022-11-08T04:18:09.000Z,"Fang, Chun-Hsien
@deva9ken
·
8 Nov 2022陳時中，你酒足飯飽後十指緊扣別人的老婆，不惡劣嗎？！

陳時中，你要不要去問問台灣的男人：有沒有人會讓自己的老婆在自己的面前、自己的眼下，被其他的男人十指緊扣？！

陳時中，你要不要去問問台灣的女人：有沒有人會讓自己的老公在酒足飯飽後與別的女人十指緊扣？！！！
tw.news.yahoo.com
徐巧芯再曝47秒影片 陳時中批惡劣：選舉也應有人性
台北市議員徐巧芯指控民進黨台北市長參選人陳時中餐後向旁人伸鹹豬手，並公布影片。陳時中今天說，不管情勢怎樣變化，這就是惡劣的動作，在選舉時也應有人性，不要再做傷害人的事。",,,
高詩特,@hqvSpv2SoXIj4Zn,2022-11-08T04:10:06.000Z,"高詩特
@hqvSpv2SoXIj4Zn
·
8 Nov 2022找人「偷拍」陳時中？徐巧芯駁：我哪來的錢
900塊，違停紅單錢省下來就有錢啦．
積沙成塔，何愁錢從哪來？
1
32",,1,32
摸魚摸魚,@hMecJJzuM199GP7,2022-11-08T04:09:51.000Z,"摸魚摸魚
@hMecJJzuM199GP7
·
8 Nov 2022雖然是很無聊的花邊新聞，陳時中這樣摟別的有夫之婦，實在不是件很好的事。凹成這樣，真的大可不必。
news.ltn.com.tw
徐巧芯指控伸出「鹹豬手」 陳時中：誰沒有跟人牽手過！ - 政治 - 自由時報電子報
國民黨台北市議員徐巧芯昨晚在臉書公布幾張偷拍的牽手照片，以「看圖說故事」方式指控，民進黨台北市長候選人陳時中對北市聯醫松德院區副院長李雅玲伸出「鹹豬手」。陳時中今日出席「為阿中部長說幾句公道話」記者會受訪強調，誰沒有跟人牽手過，每一個人都有，那是一個公開場合，大家適當表達相關禮貌，也有交往熱絡的情況，這是要尊重的。陳時中指出，要還原那天晚上是文藝界的餐敘，他們邀請我去，有些相關活動配合，用過...",,,
陳艾斯,@AceTaiwan,2022-11-08T03:53:09.000Z,"陳艾斯
@AceTaiwan
·
8 Nov 2022鄭弘儀：可能蔣萬安到最後有可能會辭立委以表示破釜沈舟的決心，部長你怎麼看這件事？

陳時中：他有辭沒辭沒差啊，因為他當立委也沒什麼功能啊，自己當衛環委員會的召集委員，隔了一年還在問一樣的事，那你說他這樣有功能嗎？

超中肯，笑瘋
23
204
1,165",23,204,"1,165"
Alfredo Ou,@OuAlfredo,2022-11-08T03:51:07.000Z,"Alfredo Ou
@OuAlfredo
·
8 Nov 2022小記錄，滑臉書看到一則貼文，說陳時中影片。貼文七分鐘後，我留言預測巧芯會來，14分鐘後巧芯來留言。應該是有團隊在監看臉書，猜測是用程式在過濾關鍵字，重點人物是每則動態都抓
1
2",1,,2
Goston  蔥爺,@NintendoGC,2022-11-08T03:47:33.000Z,"Goston  蔥爺
@NintendoGC
·
8 Nov 2022XD XD XD

→

蔣萬安辭立委？ 陳時中：不重要、反正他也沒什麼功能 - 政治 - 自由時報電子報
news.ltn.com.tw
蔣萬安辭立委？ 陳時中：不重要、反正他也沒什麼功能 - 政治 - 自由時報電子報
九合一選舉剩下不到三週時間，民進黨台北市長候選人陳時中昨天（7日）接受電視台專訪時被問到國民黨候選人蔣萬安最後可能辭掉立委一職，陳時中笑說：「辭不辭也不是那麼重要的事，反正看起來他做立委也沒什麼功能。」陳時中說，去看看蔣萬安質詢的內容都是泛泛之作，包括蔣萬安自己最重視疫苗檔案的問題，作為召集人（立法院衛環委員會）也沒有把他想要的東西拿到手，然後過個一年還在那邊吵，「他如果成功了就看到了（檔案...
6",,,6
HuaLing Kao,@KaoHualing,2022-11-08T03:37:18.000Z,"HuaLing Kao
@KaoHualing
·
8 Nov 2022徐巧芯控陳時中伸鹹豬手 蘇貞昌反嗆：國民黨應講清楚是否派狗仔跟拍

2022年11月8日 週二 上午10:02

蘇揆的上班時間？
2",2,,
Q S,@QS42894969,2022-11-08T03:33:12.000Z,"Q S
@QS42894969
·
8 Nov 2022【盧秀芳辣晚報】大危機? 陳時中辯論會宣言 兩大""豬隊友""重出江湖聲援阿中! @中天新聞  精華版 https://youtu.be/KKWa4vNS9uc via 
@YouTube
youtube.com
【盧秀芳辣晚報】大危機? 陳時中辯論會宣言 兩大""豬隊友""重出江湖聲援阿中! @CtiNews 精華版
#陳時中#曹興誠#周玉蔻#豬隊友#重出江湖#聲援#宣言#責任小編:#昌編中天數位媒體【24小時新聞直播】https://youtu.be/_QbRXRnHMVY",,,
Charlei C.Y.C.,@C_PrairialQuail,2022-11-08T03:30:48.000Z,"Charlei C.Y.C.
@C_PrairialQuail
·
8 Nov 2022[討論] 陳時中：蔣萬安做立委沒有功能  https://ptt.cc/bbs/HatePolitics/M.1667868542.A.B53.html…
plurk.com
[討論] 陳時中：蔣萬安做立委沒有功能批踢踢實業坊 - HatePolitics
Plurk by ncyc - 5 response(s)",,,
DEBORA,@DEBORA31868199,2022-11-08T03:29:53.000Z,"DEBORA
@DEBORA31868199
·
8 Nov 2022陳時中落選的話 建議去當日本愛情動作片演員 ~ 誠摯推薦 

陳時中：蔣萬安辭不辭立委不重要  反正沒有功能 - Yahoo奇摩新聞
tw.news.yahoo.com
陳時中：蔣萬安辭不辭立委不重要 反正沒有功能
（中央社記者林長順台北8日電）民主進步黨台北市長參選人陳時中昨天晚間接受電視節目「鄭知道了」專訪時表示，國民黨北巿長參選人蔣萬安辭不辭立委不是那麼重要的事情，反正看起來他做立委也沒有什麼功能。",,,
PTTGossiping批踢踢八卦板觀察分享,@PttGossipingFB,2022-11-08T03:25:00.000Z,"PTTGossiping批踢踢八卦板觀察分享
@PttGossipingFB
·
8 Nov 2022都是真的，還想騙大家是烏龍爆料...
[新聞] 影／陳時中出餐廳門「摟人妻」畫面曝光 徐巧芯曝47秒影片   https://bit.ly/3WKrNpG
3",,,3
小哥,@malongyun807,2022-11-08T03:23:50.000Z,"小哥
@malongyun807
·
8 Nov 2022Replying to 
@Lelechen945
我挺陳時中
1",,,1
吳柚歙@微即斬⇌“古月方源”,吳柚歙@微即斬,2022-11-08T03:18:58.000Z,"吳柚歙@微即斬⇌“古月方源”
@wuyoushe1
·
8 Nov 2022Replying to 
@cannyg
就是KMT搜刮資料的，所以你要吵什麼？

按照你的邏輯「KMT搜刮資料」是“白色恐怖”

所以「KMT搜刮高虹安資料」是“白色恐怖”；
那麼「KMT搜刮陳時中資料」也會是“白色恐怖”

兩者都是「KMT搜刮資料」，你一個定義“是白色恐怖”，一個定義“不是白色恐怖”，自己無法自圓其說，要和我complain啥呢？",,,
李玄霜,@at715Iles4Rpe3z,2022-11-08T03:18:56.000Z,"李玄霜
@at715Iles4Rpe3z
·
8 Nov 2022陳時中爆摟人妻片全流出 副院長夫婦「現況不好」內幕曝
msn.com
陳時中爆摟人妻片全流出 副院長夫婦「現況不好」內幕曝
國民黨北市議員徐巧芯6日踢爆民進黨台北市長候選人陳時中與已婚北市聯醫松德院區副院長李雅玲「十指緊扣」照片，指控是醉後伸出「鹹豬手」且當時李雅玲丈夫、北市聯醫仁愛院區副院長丁金聰就在旁邊。她昨（7）晚加碼公開當晚47秒親暱影片，據知情人士透露，夫妻倆狀況不太好，內幕曝光。",,,
策略,@celue6,2022-11-08T03:15:08.000Z,"策略
@celue6
·
8 Nov 2022Replying to 
@hsu_minerva
陳時中真要臉，這就是民進黨的中心思想",,,
Guo-Fong Weng܁,@riceom,2022-11-08T03:11:59.000Z,"Guo-Fong Weng܁
@riceom
·
8 Nov 2022陳時中廟口開講,一句「沒打高端的,在不爽什麼」,引發議論。蔡總統曾說,打高端的人是民進黨「死忠的」;陳蔡兩句話連在一起,正是:「對民進黨死忠的,才能不爽。」 難怪綠營越來越傲慢,完全不甩民眾觀感。

黑白集/聯合報",,,
風の翅膀,@philden612,2022-11-08T03:11:40.000Z,"風の翅膀
@philden612
·
8 Nov 2022#陳時中 牽手算什麼！人家 #王必勝 連孩子都有了！

#民進黨 的「#通姦除罪化」萬歲。",,,
しあめん@MBA/中検準一→,しあめん@MBA/中検準一,2022-11-08T03:08:13.000Z,"しあめん@MBA/中検準一→
@ganxiexiamen
·
8 Nov 2022【台湾の最新検索トレンド】
  陳時中    
【関連記事】 https://ift.tt/Xlc1muv 「
udn.com
被嗆害死很多人陳時中哽咽 談牽手風波「辯論太好對手怕了」 | 聯合新聞網
國民黨北市議員徐巧芯昨晚臉書貼出民進黨候選人陳時中在餐廳「喆園」照片，影射陳時中伸出「鹹豬手」與已婚的北市聯醫松德院區副...
1",,,1
吳柚歙@微即斬⇌“古月方源”,吳柚歙@微即斬,2022-11-08T02:55:05.000Z,"吳柚歙@微即斬⇌“古月方源”
@wuyoushe1
·
8 Nov 2022Replying to 
@cannyg
好啊，既然都叫“消費死者”，中國❂黨拍的抗戰電影，你也去嘴啊？

然後拿著疫情死亡人數，說是陳時中“害死”，很符合你說的為了拼選舉“消費死者”咩！

拍電影，本來就有不同面向討論，台灣亦是，不懂你有什麼問題？

你的問題大概就是要人對“白色恐怖”的兇手避而不談而已

中國❂黨呢
1",1,,
李玄霜,@at715Iles4Rpe3z,2022-11-08T02:54:41.000Z,"李玄霜
@at715Iles4Rpe3z
·
8 Nov 2022人妻致電道歉！ 陳時中嘆「愧疚大可不必」：是別人不對
msn.com
人妻致電道歉！ 陳時中嘆「愧疚大可不必」：是別人不對
國民黨籍北市議員徐巧芯日前爆出民進黨台北市長候選人陳時中摟抱、牽手人妻畫面，對象是已婚北市聯醫松德院區副院長李雅玲，陳時中更被指控「伸鹹豬手」；後又有47秒影片被公布，畫面親暱。對此，陳時中於第一時間回應，那是公開場合，沒有任何問題。陳也透露，秘書接到李雅玲致歉電話，但他強調，「愧疚大可不必」。",,,
台灣推新聞,@mytwnews,2022-11-08T02:54:27.000Z,"台灣推新聞
@mytwnews
·
8 Nov 2022徐巧芯控陳時中鹹豬手 蘇貞昌：國民黨是否派狗仔跟拍抹黑 - 中央通訊社
cna.com.tw
徐巧芯控陳時中鹹豬手 蘇貞昌：國民黨是否派狗仔跟拍抹黑 | 政治 | 中央社 CNA
國民黨台北市議員徐巧芯指民進黨台北市長參選人陳時中餐敘後微醺向旁人伸鹹豬手。行政院長蘇貞昌今天受訪表示，紙風車執行長聲明這是朋友聚會，國民黨反而應該講清楚，是否派狗仔隊跟拍對手，還扭曲抹黑。
2",,,2
陳麒羽,@chenqiy49138511,2022-11-08T02:44:19.000Z,"陳麒羽
@chenqiy49138511
·
8 Nov 2022「去死吧」被陳時中稱沒口德 柯文哲怒飆：你才沒醫德︱政治︱疫苗 https://youtube.com/shorts/Hz8CS7uu4aE?feature=share… 來自 
@YouTube
youtube.com
「去死吧」被陳時中稱沒口德 柯文哲怒飆：你才沒醫德︱政治︱疫苗
【「去死吧」被陳時中稱沒口德 柯文哲怒飆：你才沒醫德】　柯文哲昨(4日)嗆陳時中自評疫苗政策90分「去死吧！」陳時中今天反嗆柯文哲沒有口德，柯今天再反擊怒飆陳時中，怎麼有會這種自我感覺良好的人，當台灣人民沒有記憶？#柯文哲 #陳時中 #台北 #疫苗 #口德 #醫德 #shorts #社群熱搜-訂閱看更多精彩好片?...",,,
愛してるCoco【地蔵王】,@Coco198946,2022-11-08T02:44:15.000Z,"愛してるCoco【地蔵王】
@Coco198946
·
8 Nov 2022【每日必看】陳時中駁鹹豬手! 徐巧芯公布47秒影片全紀錄｜陳時中""十指緊扣""人妻 吳子嘉4字斷言選戰結局|選舉戰略高地
youtube.com
【每日必看】陳時中駁鹹豬手! 徐巧芯公布47秒影片全紀錄｜陳時中""十指緊扣""人妻 吳子嘉4字斷言選戰結局|選舉戰略高地@CtiNews...
#陳時中#鹹豬手#徐巧芯#人妻#吳子嘉#選戰#婦女票#蔡英文00:00 陳時中駁鹹豬手! 徐巧芯公布47秒影片01:46 管碧玲嗆""栽贓阿中""73分後改口 徐巧芯:有影片她就刪照02:52 陳時中""十指緊扣""人妻 吳子嘉4字斷言選戰結局03:29 摟人妻照片外流 徐巧芯再爆陳時中""依依不捨""06:26 喝醉老先生...",,,
